year,stand,quad,total_cover,ABBA,BEPU,LALA,PIBA,PIGL,PIMA,POBA,POTR,ALCR,PRPE
1987,4,9J,51,2,0,0,0,48,0,0,1,0,0
1987,5,0A,75,0,0,0,0,61,0,0,14,0,0
1987,5,0B,75,0,0,0,0,48,0,0,27,0,0
1987,5,0C,72,0,0,0,0,51,0,0,21,0,0
1987,5,0D,83,0,0,0,0,69,0,0,14,0,0
1987,5,0E,79,0,0,0,0,63,0,0,16,0,0
1987,5,0F,64,0,0,0,0,39,0,0,25,0,0
1987,5,0G,58,0,0,0,0,31,0,0,27,0,0
1987,5,0H,66,0,0,0,0,53,0,0,13,0,0
1987,5,0I,56,0,0,0,0,31,0,0,25,0,0
1987,5,0J,78,0,0,0,0,63,0,2,13,0,0
1987,5,1A,85,0,0,0,0,79,0,0,6,0,0
1987,5,1B,79,0,0,0,0,73,0,0,6,0,0
1987,5,1C,68,0,0,0,0,54,0,0,14,0,0
1987,5,1D,75,0,0,0,0,61,0,0,14,0,0
1987,5,1E,83,0,0,0,0,67,0,0,16,0,0
1987,5,1F,75,0,0,0,0,54,0,0,21,0,0
1987,5,1G,69,0,0,0,0,52,0,3,14,0,0
1987,5,1H,83,0,0,0,0,74,0,5,4,0,0
1987,5,1I,70,0,0,0,0,46,0,5,19,0,0
1987,5,1J,64,0,0,0,0,37,0,0,27,0,0
1987,5,2A,90,0,0,0,0,80,0,0,10,0,0
1987,5,2B,72,0,0,0,0,57,0,0,15,0,0
1987,5,2C,71,0,0,0,0,59,0,1,11,0,0
1987,5,2D,69,0,0,0,0,46,0,1,22,0,0
1987,5,2E,88,0,0,0,0,72,0,0,16,0,0
1987,5,2F,90,0,0,0,0,69,0,0,11,0,0
1987,5,2G,73,0,0,0,0,58,0,0,15,0,0
1987,5,2H,81,0,0,0,0,63,0,0,18,0,0
1987,5,2I,83,0,0,0,0,69,0,0,14,0,0
1987,5,2J,66,0,0,0,0,38,0,1,27,0,0
1987,5,3A,89,0,0,0,0,74,0,0,15,0,0
1987,5,3B,86,0,0,0,0,70,0,0,16,0,0
1987,5,3C,78,0,0,0,0,67,0,0,11,0,0
1987,5,3D,88,0,0,0,0,73,0,0,15,0,0
1987,5,3E,84,0,0,0,0,68,0,0,16,0,0
1987,5,3F,83,0,0,0,0,72,0,0,11,0,0
1987,5,3G,72,0,0,0,0,55,0,0,17,0,0
1987,5,3H,80,0,0,0,0,62,0,0,18,0,0
1987,5,3I,77,0,0,0,0,63,0,0,14,0,0
1987,5,3J,69,0,2,0,0,35,0,1,31,0,0
1987,5,4A,91,0,0,0,0,81,0,0,10,0,0
1987,5,4B,82,0,0,0,0,64,0,0,18,0,0
1987,5,4C,85,0,0,0,0,71,0,1,13,0,0
1987,5,4D,90,0,0,0,0,65,0,0,25,0,0
1987,5,4E,86,0,0,0,0,85,0,0,11,0,0
1987,5,4F,83,0,0,0,0,73,0,0,10,0,0
1987,5,4G,68,0,0,0,0,51,0,0,17,0,0
1987,5,4H,79,0,0,0,0,53,0,0,26,0,0
1987,5,4I,69,0,0,0,0,51,0,0,18,0,0
1987,5,4J,77,0,0,0,0,57,0,0,20,0,0
1987,5,5A,73,0,0,0,0,64,0,0,9,0,0
1987,5,5B,79,0,2,0,0,61,0,0,16,0,0
1987,5,5C,79,0,1,0,0,67,0,0,11,0,0
1987,5,5D,79,0,3,0,0,55,0,0,21,0,0
1987,5,5E,82,0,0,0,0,61,0,0,21,0,0
1987,5,5F,73,0,1,0,0,48,0,0,24,0,0
1987,5,5G,81,0,0,0,0,58,0,0,23,0,0
1987,5,5H,80,0,0,0,0,57,0,0,23,0,0
1987,5,5I,79,0,0,0,0,64,0,0,15,0,0
1987,5,5J,73,0,0,0,0,58,0,0,15,0,0
1987,5,6A,83,0,0,0,0,76,0,0,7,0,0
1987,5,6B,81,0,0,0,0,70,0,0,11,0,0
1987,5,6C,83,0,0,0,0,69,0,0,14,0,0
1987,5,6D,81,0,0,0,0,73,0,0,8,0,0
1987,5,6E,87,0,4,0,0,74,0,0,9,0,0
1987,5,6F,79,0,10,0,0,48,0,0,21,0,0
1987,5,6G,83,0,0,0,0,64,0,0,19,0,0
1987,5,6H,79,0,0,0,0,66,0,0,13,0,0
1987,5,6I,85,0,0,0,0,81,0,0,4,0,0
1987,5,6J,85,0,0,0,0,71,0,0,14,0,0
1987,5,7A,87,0,0,0,0,74,0,0,13,0,0
1987,5,7B,78,0,0,0,0,63,0,2,13,0,0
1987,5,7C,87,0,0,0,0,79,0,0,8,0,0
1987,5,7D,88,0,0,0,0,75,0,0,13,0,0
1987,5,7E,87,0,2,0,0,77,0,0,8,0,0
1987,5,7F,77,0,4,0,0,54,0,0,19,0,0
1987,5,7G,79,0,0,0,0,54,0,0,25,0,0
1987,5,7H,71,0,0,0,0,40,0,0,31,0,0
1987,5,7I,79,0,0,0,0,65,0,0,14,0,0
1987,5,7J,83,0,0,0,0,68,0,0,15,0,0
1987,5,8A,76,0,0,0,0,57,0,0,19,0,0
1987,5,8B,69,0,0,0,0,52,0,0,17,0,0
1987,5,8C,85,0,0,0,0,75,0,0,10,0,0
1987,5,8D,84,0,0,0,0,71,0,0,13,0,0
1987,5,8E,83,0,0,0,0,67,0,0,16,0,0
1987,5,8F,83,0,0,0,0,70,0,0,13,0,0
1987,5,8G,83,0,0,0,0,75,0,0,8,0,0
1987,5,8H,76,0,0,0,0,56,0,0,20,0,0
1987,5,8I,88,0,0,0,0,77,0,0,11,0,0
1987,5,8J,83,0,0,0,0,67,0,0,16,0,0
1987,5,9A,76,0,0,0,0,62,0,0,14,0,0
1987,5,9B,78,0,0,0,0,68,0,0,10,0,0
1987,5,9C,86,0,0,0,0,81,0,0,5,0,0
1987,5,9D,86,0,0,0,0,62,0,1,23,0,0
1987,5,9E,75,0,0,0,0,50,0,4,21,0,0
1987,5,9F,60,0,0,0,0,28,0,0,32,0,0
1987,5,9G,69,0,0,0,0,37,0,0,32,0,0
1987,5,9H,84,0,0,0,0,62,0,0,22,0,0
1987,5,9I,81,0,0,0,0,71,0,0,10,0,0
1987,5,9J,81,0,0,0,0,58,0,0,23,0,0
1987,6,0A,83,0,0,0,0,77,0,0,6,0,0
1987,6,0B,80,6,0,0,0,68,0,0,6,0,0
1987,6,0C,75,0,0,0,0,70,0,0,5,0,0
1987,6,0D,73,0,0,0,0,68,0,0,5,0,0
1987,6,0E,79,2,0,0,0,71,0,2,4,0,0
1987,6,0F,91,0,0,0,0,97,0,0,4,0,0
1987,6,0G,81,0,0,0,0,76,0,0,5,0,0
1987,6,0H,88,0,0,0,0,84,0,0,4,0,0
1987,6,0I,72,0,0,0,0,58,0,0,14,0,0
1987,6,0J,69,0,0,0,0,64,0,0,5,0,0
1987,6,1A,68,0,0,0,0,52,0,0,16,0,0
1987,6,1B,77,8,0,0,0,64,0,0,5,0,0
1987,6,1C,75,0,0,0,0,69,0,0,6,0,0
1987,6,1D,68,0,0,0,0,59,0,0,9,0,0
1987,6,1E,78,0,0,0,0,69,0,0,9,0,0
1987,6,1F,89,0,0,0,0,83,0,0,6,0,0
1987,6,1G,66,0,0,0,0,51,0,0,15,0,0
1987,6,1H,69,1,6,0,0,48,0,0,14,0,0
1987,6,1I,74,2,9,0,0,54,0,0,9,0,0
1987,6,1J,92,60,0,0,0,25,0,0,7,0,0
1987,6,2A,89,51,0,0,0,32,0,0,6,0,0
1987,6,2B,81,0,0,0,0,70,0,0,11,0,0
1987,6,2C,63,0,0,0,0,58,0,0,5,0,0
1987,6,2D,88,0,0,0,0,84,0,0,4,0,0
1987,6,2E,76,5,0,0,0,58,0,0,13,0,0
1987,6,2F,66,9,0,0,0,51,0,0,6,0,0
1987,6,2G,69,3,0,0,0,49,0,0,17,0,0
1987,6,2H,79,10,0,0,0,48,0,0,21,0,0
1987,6,2I,71,1,0,0,0,55,0,0,15,0,0
1987,6,2J,90,8,0,0,0,78,0,0,4,0,0
1987,6,3A,73,0,0,0,0,64,0,0,9,0,0
1987,6,3B,78,0,0,0,0,61,0,0,17,0,0
1987,6,3C,88,4,0,0,0,77,0,0,7,0,0
1987,6,3D,78,17,0,0,0,56,0,0,5,0,0
1987,6,3E,82,15,0,0,0,64,0,0,3,0,0
1987,6,3F,89,21,0,0,0,62,0,0,6,0,0
1987,6,3G,94,48,0,0,0,45,0,0,1,0,0
1987,6,3H,92,11,0,0,0,76,0,0,4,0,0
1987,6,3I,92,35,0,0,0,48,0,0,9,0,0
1987,6,3J,81,19,0,0,0,55,0,0,7,0,0
1987,6,4A,72,3,0,0,0,63,0,0,6,0,0
1987,6,4B,77,3,0,0,0,70,0,0,4,0,0
1987,6,4C,89,42,0,0,0,44,0,0,3,0,0
1987,6,4D,78,10,0,0,0,65,0,0,3,0,0
1987,6,4E,88,38,0,0,0,48,0,0,2,0,0
1987,6,4F,92,38,0,0,0,52,0,0,2,0,0
1987,6,4G,75,24,0,0,0,50,0,0,1,0,0
1987,6,4H,67,18,0,0,0,45,0,0,4,0,0
1987,6,4I,82,24,5,0,0,49,0,0,4,0,0
1987,6,4J,64,6,6,0,0,46,0,0,6,0,0
1987,6,5A,75,3,0,0,0,66,0,0,6,0,0
1987,6,5B,74,1,0,0,0,66,0,0,7,0,0
1987,6,5C,73,26,0,0,0,45,0,0,2,0,0
1987,6,5D,93,53,0,0,0,39,0,0,1,0,0
1987,6,5E,81,3,0,0,0,77,0,0,1,0,0
1987,6,5F,88,34,0,0,0,54,0,0,0,0,0
1987,6,5G,88,49,0,0,0,37,0,0,2,0,0
1987,6,5H,79,10,0,0,0,66,0,0,3,0,0
1987,6,5I,72,21,0,0,0,45,0,0,6,0,0
1987,6,5J,67,7,1,0,0,57,0,0,2,0,0
1987,6,6A,77,13,0,0,0,59,0,0,5,0,0
1987,6,6B,75,1,0,0,0,66,0,0,8,0,0
1987,6,6C,93,51,0,0,0,33,0,0,9,0,0
1987,6,6D,64,10,0,0,0,51,0,0,3,0,0
1987,6,6E,88,28,0,0,0,58,0,0,2,0,0
1987,6,6F,74,4,0,0,0,68,0,0,2,0,0
1987,6,6G,69,2,0,0,0,64,0,0,3,0,0
1987,6,6H,92,60,1,0,0,28,0,0,3,0,0
1987,6,6I,94,50,6,0,0,32,0,0,6,0,0
1987,6,6J,74,7,4,0,0,61,0,0,2,0,0
1987,6,7A,72,0,0,0,0,71,0,0,3,0,0
1987,6,7B,84,8,0,0,0,74,0,0,2,0,0
1987,6,7C,71,23,0,0,0,46,0,0,2,0,0
1987,6,7D,62,8,0,0,0,51,0,0,3,0,0
1987,6,7E,81,38,0,0,0,42,0,0,1,0,0
1987,6,7F,77,2,0,0,0,74,0,0,1,0,0
1987,6,7G,75,37,0,0,0,34,0,0,4,0,0
1987,6,7H,86,56,0,0,0,27,0,0,3,0,0
1987,6,7I,71,8,11,0,0,44,0,0,8,0,0
1987,6,7J,70,5,8,0,0,54,0,0,3,0,0
1987,6,8A,75,3,0,0,0,70,0,0,2,0,0
1987,6,8B,92,61,0,0,0,27,0,0,4,0,0
1987,6,8C,84,44,0,0,0,36,0,0,4,0,0
1987,6,8D,85,9,0,0,0,73,0,0,3,0,0
1987,6,8E,61,14,0,0,0,44,0,0,3,0,0
1987,6,8F,48,3,0,0,0,42,0,0,3,0,0
1987,6,8G,85,51,0,0,0,34,0,0,0,0,0
1987,6,8H,88,48,0,0,0,38,0,0,2,0,0
1987,6,8I,82,3,1,0,0,68,0,0,10,0,0
1987,6,8J,88,0,1,0,0,81,0,0,6,0,0
1987,6,9A,79,32,0,0,0,46,0,0,1,0,0
1987,6,9B,94,61,0,0,0,31,0,0,2,0,0
1987,6,9C,91,27,0,0,0,60,0,0,4,0,0
1987,6,9D,88,28,0,0,0,55,0,0,5,0,0
1987,6,9E,89,18,0,0,0,67,0,0,4,0,0
1987,6,9F,85,55,0,0,0,29,0,0,1,0,0
1987,6,9G,59,10,0,0,0,48,0,0,1,0,0
1987,6,9H,92,56,0,0,0,35,0,0,1,0,0
1987,6,9I,91,4,0,0,0,84,0,0,3,0,0
1987,6,9J,77,0,1,0,0,70,0,0,6,0,0
1987,7,0A,26,0,0,4,0,0,22,0,0,0,0
1987,7,0B,37,0,0,2,0,0,35,0,0,0,0
1987,7,0C,30,0,0,17,0,0,13,0,0,0,0
1987,7,0D,48,0,0,19,0,0,27,0,0,0,0
1987,7,0E,44,0,0,1,0,0,43,0,0,0,0
1987,7,0F,54,0,0,0,0,0,54,0,0,0,0
1987,7,0G,40,0,0,0,0,0,40,0,0,0,0
1987,7,0H,19,0,0,0,0,0,19,0,0,0,0
1987,7,0I,43,0,0,1,0,0,42,0,0,0,0
1987,7,0J,22,0,0,3,0,0,19,0,0,0,0
1987,7,1A,27,0,0,1,0,0,26,0,0,0,0
1987,7,1B,52,0,0,1,0,0,51,0,0,0,0
1987,7,1C,22,0,0,2,0,0,20,0,0,0,0
1987,7,1D,18,0,0,2,0,0,16,0,0,0,0
1987,7,1E,9,0,0,2,0,0,7,0,0,0,0
1987,7,1F,14,0,0,0,0,0,14,0,0,0,0
1987,7,1G,39,0,0,0,0,0,39,0,0,0,0
1987,7,1H,28,0,0,0,0,0,28,0,0,0,0
1987,7,1I,35,0,0,0,0,0,35,0,0,0,0
1987,7,1J,41,0,0,6,0,0,35,0,0,0,0
1987,7,2A,69,0,0,1,0,0,68,0,0,0,0
1987,7,2B,61,0,0,6,0,0,55,0,0,0,0
1987,7,2C,60,0,0,6,0,0,54,0,0,0,0
1987,7,2D,12,0,0,3,0,0,9,0,0,0,0
1987,7,2E,51,0,0,24,0,0,27,0,0,0,0
1987,7,2F,28,0,0,4,0,0,24,0,0,0,0
1987,7,2G,28,0,0,0,0,0,28,0,0,0,0
1987,7,2H,20,0,0,0,0,0,20,0,0,0,0
1987,7,2I,24,0,0,0,0,0,24,0,0,0,0
1987,7,2J,35,0,0,0,0,0,35,0,0,0,0
1987,7,3A,66,0,0,21,0,0,45,0,0,0,0
1987,7,3B,31,0,0,5,0,0,26,0,0,0,0
1987,7,3C,20,0,0,3,0,0,17,0,0,0,0
1987,7,3D,27,0,0,1,0,0,26,0,0,0,0
1987,7,3E,33,0,0,7,0,0,26,0,0,0,0
1987,7,3F,60,0,0,0,0,0,60,0,0,0,0
1987,7,3G,21,0,0,0,0,0,21,0,0,0,0
1987,7,3H,37,0,0,0,0,0,37,0,0,0,0
1987,7,3I,18,0,0,0,0,0,18,0,0,0,0
1987,7,3J,60,0,0,0,0,0,60,0,0,0,0
1987,7,4A,46,0,0,6,0,0,40,0,0,0,0
1987,7,4B,38,0,0,1,0,0,37,0,0,0,0
1987,7,4C,32,0,0,0,0,0,32,0,0,0,0
1987,7,4D,47,0,0,0,0,0,47,0,0,0,0
1987,7,4E,18,0,0,0,0,0,18,0,0,0,0
1987,7,4F,9,0,0,0,0,0,9,0,0,0,0
1987,7,4G,32,0,0,0,0,0,32,0,0,0,0
1987,7,4H,20,0,0,0,0,0,20,0,0,0,0
1987,7,4I,27,0,0,0,0,0,27,0,0,0,0
1987,7,4J,30,0,0,0,0,0,30,0,0,0,0
1987,7,5A,75,0,0,10,0,0,65,0,0,0,0
1987,7,5B,76,0,0,4,0,0,72,0,0,0,0
1987,7,5C,57,0,0,0,0,0,57,0,0,0,0
1987,7,5D,47,0,0,4,0,0,43,0,0,0,0
1987,7,5E,32,0,0,4,0,0,28,0,0,0,0
1987,7,5F,25,0,0,0,0,0,25,0,0,0,0
1987,7,5G,45,0,0,0,0,0,45,0,0,0,0
1987,7,5H,16,0,0,0,0,0,16,0,0,0,0
1987,7,5I,9,0,0,0,0,0,9,0,0,0,0
1987,7,5J,8,0,0,2,0,0,6,0,0,0,0
1987,7,6A,45,0,0,4,0,0,45,0,0,0,0
1987,7,6B,16,0,0,0,0,0,16,0,0,0,0
1987,7,6C,28,0,0,0,0,0,28,0,0,0,0
1987,7,6D,50,0,0,0,0,0,44,0,0,0,0
1987,7,6E,75,0,0,6,0,0,71,0,0,0,0
1987,7,6F,52,0,0,4,0,0,52,0,0,0,0
1987,7,6G,49,0,0,0,0,0,49,0,0,0,0
1987,7,6H,49,0,0,0,0,0,49,0,0,0,0
1987,7,6I,47,0,0,0,0,0,47,0,0,0,0
1987,7,6J,82,0,0,5,0,0,77,0,0,0,0
1987,7,7A,10,0,0,5,0,0,5,0,0,0,0
1987,7,7B,8,0,0,0,0,0,8,0,0,0,0
1987,7,7C,56,0,0,42,0,0,13,0,0,0,0
1987,7,7D,64,0,0,0,0,0,64,0,0,0,0
1987,7,7E,64,0,0,0,0,0,64,0,0,0,0
1987,7,7F,51,0,0,0,0,0,51,0,0,0,0
1987,7,7G,30,0,0,0,0,0,30,0,0,0,0
1987,7,7H,32,0,0,0,0,0,32,0,0,0,0
1987,7,7I,48,0,0,0,0,0,48,0,0,0,0
1987,7,7J,39,0,0,1,0,0,38,0,0,0,0
1987,7,8A,44,0,0,3,0,0,41,0,0,0,0
1987,7,8B,65,0,0,0,0,0,65,0,0,0,0
1987,7,8C,9,0,0,3,0,0,6,0,0,0,0
1987,7,8D,45,0,0,0,0,0,45,0,0,0,0
1987,7,8E,27,0,0,2,0,0,25,0,0,0,0
1987,7,8F,14,0,0,0,0,0,14,0,0,0,0
1987,7,8G,33,0,0,0,0,0,33,0,0,0,0
1987,7,8H,34,0,0,0,0,0,34,0,0,0,0
1987,7,8I,28,0,0,0,0,0,28,0,0,0,0
1987,7,8J,24,0,0,0,0,0,24,0,0,0,0
1987,7,9A,56,0,0,2,0,0,54,0,0,0,0
1987,7,9B,40,0,0,2,0,0,38,0,0,0,0
1987,7,9C,28,0,0,6,0,0,22,0,0,0,0
1987,7,9D,62,0,0,48,0,0,14,0,0,0,0
1987,7,9E,53,0,0,3,0,0,53,0,0,0,0
1987,7,9F,62,0,0,0,0,0,62,0,0,0,0
1987,7,9G,34,0,0,4,0,0,30,0,0,0,0
1987,7,9H,60,0,0,0,0,0,60,0,0,0,0
1987,7,9I,26,0,0,0,0,0,26,0,0,0,0
1987,7,9J,20,0,0,0,0,0,20,0,0,0,0
1987,8,0A,62,0,0,0,0,0,62,0,0,0,0
1987,8,0B,81,0,0,0,0,0,81,0,0,0,0
1987,8,0C,83,0,0,0,0,0,83,0,0,0,0
1987,8,0D,63,0,0,0,0,0,63,0,0,0,0
1987,8,0E,62,0,0,0,0,0,62,0,0,0,0
1987,8,0F,69,0,0,0,0,0,69,0,0,0,0
1987,8,0G,79,0,0,0,0,0,79,0,0,0,0
1987,8,0H,77,0,0,0,0,0,77,0,0,0,0
1987,8,0I,58,0,0,0,0,0,58,0,0,0,0
1987,8,0J,29,0,0,0,0,0,29,0,0,0,0
1987,8,1A,71,0,0,0,0,0,71,0,0,0,0
1987,8,1B,70,0,0,0,0,0,70,0,0,0,0
1987,8,1C,67,0,0,0,0,0,67,0,0,0,0
1987,8,1D,77,0,0,0,1,0,76,0,0,0,0
1987,8,1E,73,0,0,0,0,0,73,0,0,0,0
1987,8,1F,76,0,0,0,0,0,76,0,0,0,0
1987,8,1G,51,0,0,0,0,0,51,0,0,0,0
1987,8,1H,70,0,0,0,0,0,70,0,0,0,0
1987,8,1I,40,0,0,0,0,0,39,0,0,0,0
1987,8,1J,48,0,0,0,0,0,47,0,0,0,0
1987,8,2A,73,0,0,0,0,0,73,0,0,0,0
1987,8,2B,71,0,0,0,0,0,71,0,0,0,0
1987,8,2C,81,0,0,1,0,0,80,0,0,0,0
1987,8,2D,69,0,0,3,0,0,66,0,0,0,0
1987,8,2E,80,0,0,0,0,0,80,0,0,0,0
1987,8,2F,70,0,0,0,0,0,70,0,0,0,0
1987,8,2G,85,0,0,0,0,0,85,0,0,0,0
1987,8,2H,62,0,0,0,0,0,62,0,0,0,0
1987,8,2I,79,0,0,0,0,0,79,0,0,0,0
1987,8,2J,67,0,0,0,0,0,67,0,0,0,0
1987,8,3A,75,0,0,0,0,0,75,0,0,0,0
1987,8,3B,82,0,0,1,0,0,81,0,0,0,0
1987,8,3C,57,0,0,0,0,0,57,0,0,0,0
1987,8,3D,73,0,0,0,0,0,73,0,0,0,0
1987,8,3E,56,0,0,0,0,0,56,0,0,0,0
1987,8,3F,75,0,0,0,0,0,75,0,0,0,0
1987,8,3G,68,0,0,0,0,0,68,0,0,0,0
1987,8,3H,72,0,0,0,0,0,72,0,0,0,0
1987,8,3I,62,0,0,0,0,0,62,0,0,0,0
1987,8,3J,77,0,0,0,0,0,77,0,0,0,0
1987,8,4A,78,0,0,1,0,0,77,0,0,0,0
1987,8,4B,50,0,0,2,0,0,48,0,0,0,0
1987,8,4C,74,0,0,0,0,0,74,0,0,0,0
1987,8,4D,79,0,0,0,0,0,79,0,0,0,0
1987,8,4E,90,0,0,0,0,0,90,0,0,0,0
1987,8,4F,83,0,0,0,0,0,83,0,0,0,0
1987,8,4G,77,0,0,0,0,0,77,0,0,0,0
1987,8,4H,82,0,0,0,0,0,82,0,0,0,0
1987,8,4I,80,0,0,0,0,0,80,0,0,0,0
1987,8,4J,80,0,0,0,0,0,80,0,0,0,0
1987,8,5A,49,0,0,4,0,0,45,0,0,0,0
1987,8,5B,43,0,0,6,0,0,37,0,0,0,0
1987,8,5C,62,0,0,0,0,0,62,0,0,0,0
1987,8,5D,57,0,0,0,0,0,57,0,0,0,0
1987,8,5E,56,0,0,0,0,0,56,0,0,0,0
1987,8,5F,76,0,0,0,0,0,76,0,0,0,0
1987,8,5G,73,0,0,0,0,0,73,0,0,0,0
1987,8,5H,78,0,0,0,0,0,78,0,0,0,0
1987,8,5I,73,0,0,0,0,0,73,0,0,0,0
1987,8,5J,89,0,0,0,0,0,89,0,0,0,0
1987,8,6A,66,0,0,4,0,0,62,0,0,0,0
1987,8,6B,49,0,0,2,0,0,47,0,0,0,0
1987,8,6C,72,0,0,4,0,0,68,0,0,0,0
1987,8,6D,74,0,0,2,0,0,72,0,0,0,0
1987,8,6E,81,0,0,0,0,0,81,0,0,0,0
1987,8,6F,83,0,0,0,0,0,83,0,0,0,0
1987,8,6G,81,0,0,0,0,0,81,0,0,0,0
1987,8,6H,81,0,0,0,0,0,81,0,0,0,0
1987,8,6I,75,0,0,2,0,0,73,0,0,0,0
1987,8,6J,85,0,0,0,0,0,85,0,0,0,0
1987,8,7A,78,0,0,2,0,0,76,0,0,0,0
1987,8,7B,58,0,0,0,0,0,58,0,0,0,0
1987,8,7C,59,0,0,2,0,0,57,0,0,0,0
1987,8,7D,62,0,0,2,0,0,60,0,0,0,0
1987,8,7E,81,0,0,0,0,0,81,0,0,0,0
1987,8,7F,76,0,0,0,0,0,76,0,0,0,0
1987,8,7G,73,0,0,0,0,0,73,0,0,0,0
1987,8,7H,79,0,0,0,0,0,79,0,0,0,0
1987,8,7I,80,0,0,0,0,0,80,0,0,0,0
1987,8,7J,81,0,0,0,0,0,81,0,0,0,0
1987,8,8A,60,0,0,6,0,0,54,0,0,0,0
1987,8,8B,78,0,0,0,0,0,78,0,0,0,0
1987,8,8C,64,0,0,0,0,0,64,0,0,0,0
1987,8,8D,64,0,0,0,0,0,64,0,0,0,0
1987,8,8E,73,0,0,2,0,0,71,0,0,0,0
1987,8,8F,67,0,0,2,0,0,65,0,0,0,0
1987,8,8G,84,0,0,0,0,0,84,0,0,0,0
1987,8,8H,81,0,0,1,0,0,80,0,0,0,0
1987,8,8I,75,0,0,0,0,0,75,0,0,0,0
1987,8,8J,85,0,0,0,0,0,85,0,0,0,0
1987,8,9A,29,0,0,0,0,0,29,0,0,0,0
1987,8,9B,64,0,0,0,0,0,64,0,0,0,0
1987,8,9C,71,0,0,0,0,0,71,0,0,0,0
1987,8,9D,68,0,0,2,0,0,66,0,0,0,0
1987,8,9E,63,0,0,13,0,0,50,0,0,0,0
1987,8,9F,56,0,0,4,0,0,52,0,0,0,0
1987,8,9G,84,0,0,2,0,0,82,0,0,0,0
1987,8,9H,85,0,0,2,0,0,83,0,0,0,0
1987,8,9I,73,0,0,2,0,0,71,0,0,0,0
1987,8,9J,66,0,0,0,0,0,66,0,0,0,0